id,like_num,comments_len,reposts_count,region,content,content_len,created_at,type,detail_url,author_avatar,author_name,author_detail,is_vip
5015812465496920,6758,1076,272,北京,距离“何同学”关于5G的五年之约还剩2个多月 ​,41,2024-03-25 13:59:04,热门,https://weibo.com/5015812465496920/O6DlYn400,"https://tvax1.sinaimg.cn/crop.0.0.1125.1125.180/47a75dbbly8fvt526aejwj20v90v975o.jpg?KID=imgbed,tva&Expires=1714762433&ssig=iwEyYUpGKW",打工人阿卷,/u/1202150843,0
5019057954750876,1164,33,12,天津,"小米SU7 0001 来自我朋友圈啊！ 
是不是第一台就是0001， 没有0000吧？ ​",66,2024-04-03 12:55:29,热门,https://weibo.com/5019057954750876/O7ZMDjVV2,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/6de21f3dly8g4njfsmlljj20u00u077k.jpg?KID=imgbed,tva&Expires=1714762433&ssig=3v4eRnZkWW",朱宏-ZHong,/u/1843535677,1
5004328466909205,1187,188,25,北京,"Redmi Book Pro 2024 首发价4999元起！

年度旗舰 CPU， 最高 70W 满血释放
年度旗舰 LCD 屏，最高 3.1K 165Hz
不插电用一天，最高 99Wh 超大电池
14""和16""两个尺寸可选 ​",157,2024-02-22 21:25:45,热门,https://weibo.com/5004328466909205/O1OBosZoN,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/001Un9Srly8h3fpj11yjyj60u00u0q7f02.jpg?KID=imgbed,tva&Expires=1714762433&ssig=A4torOm%2FPM",雷军,/u/1749127163,0
5027154230510990,8003,963,1217,未知,【超燃！#神十八点火瞬间航天员齐刷刷敬礼#[威武]】刚刚，火箭点火升空，载着神舟十八号载人飞船飞向太空。点火发射瞬间，航天员齐刷刷敬礼↓↓转存这一刻！祝福中国航天！#神十八# http://t.cn/A6T1ADLD ​,189,2024-04-25 21:07:11,热门,https://weibo.com/5027154230510990/Obop928VM,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/002TLsr9ly8hmxa6f543uj60go0gowfl02.jpg?KID=imgbed,tva&Expires=1714762433&ssig=91b8LwLIhN",央视新闻,/u/2656274875,0
4994956909609234,2239,886,22,浙江,华为，华为，现在老百姓眼里只有华为！这样子是乐观还是悲观？ ​,58,2024-01-28 00:46:31,热门,https://weibo.com/4994956909609234/NDQgiEjNE,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/0062W87xly8hcvsnjjiehj30e80e8q2y.jpg?KID=imgbed,tva&Expires=1714762433&ssig=yPEt8G4%2Fly",一个发帖员,/u/5540203907,1
5027437191364920,590,85,52,江苏,"中国：
三流大学抓纪律
二流大学抓卫生
一流大学抓学术

美国：
顶流大学抓学生

相比之下，差距还是太大了~[二哈]

#飞扬军事[超话]# #烽火问鼎计划# #全美多地高校爆发反战示威# ​",167,2024-04-26 15:51:33,热门,https://weibo.com/5027437191364920/ObvLx5J4Q,"https://tvax1.sinaimg.cn/crop.0.0.600.600.180/7f8d08b2ly8hhhg8qtwr1j20go0gowfu.jpg?KID=imgbed,tva&Expires=1714762433&ssig=%2FsaTAf4RSs",飞扬军事铁背心,/u/2139949234,0
5029671221854800,1951,138,124,湖北,网友拍到的一幕，与梅大高速塌方有些类似，幸亏没有车和人掉下去，当时就封路了，但看得心惊胆颤！http://t.cn/A6HvVBG1 ​,112,2024-05-02 19:48:49,热门,https://weibo.com/5029671221854800/OcrSO7Mw8,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/e6dac462ly8fxfnmxebaxj20ro0rogmr.jpg?KID=imgbed,tva&Expires=1714762433&ssig=S7DVcugwa4",林哥观察,/u/3873096802,1
5020148050429979,365,68,5,安徽,911一通知生产，小米立马通知提车了[二哈]没想到有一天车钥匙都在手机里 ​,67,2024-04-06 13:07:08,热门,https://weibo.com/5020148050429979/O8s8R1NR9,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/001P1V6yly8h8hvr6kx1zj60u00u0jst02.jpg?KID=imgbed,tva&Expires=1714762433&ssig=ZaSLdZhUQ0",PS3保罗,/u/1670183810,0
5028948074827436,1158,55,132,江苏,梦里都不敢这样想[允悲]  ​​​#亿点曝光计划# http://t.cn/A6TkqwFw ​,65,2024-04-30 19:55:17,热门,https://weibo.com/5028948074827436/Oc94rkfPS,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008BWGG5ly8hlsh6lp05kj30u00u0mz7.jpg?KID=imgbed,tva&Expires=1714762433&ssig=bYQYiFuD59",Sia-1,/u/7889774169,1
5028836015604163,1277,51,13,山东,什么叫裁员裁到大动脉[吃惊] ​,26,2024-04-30 12:30:00,热门,https://weibo.com/5028836015604163/Oc69HnvTJ,"https://tvax2.sinaimg.cn/crop.0.0.300.300.180/c50f0053ly8hfo0evkx11j208c08cmx1.jpg?KID=imgbed,tva&Expires=1714762433&ssig=c6jMoO7Cut",趣风,/u/3306094675,1
5028510043474316,12,4,0,江西,🎆  ​,25,2024-04-29 14:54:42,同城,https://weibo.com/5028510043474316/ObXFWezPm,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/007O603Bly8hoymoec3y9j30e80e80tw.jpg?KID=imgbed,tva&Expires=1714762438&ssig=Pn81k6ceTf",小雪小蛋糕,/u/7153176815,
5029910366914801,5,5,0,江西,可恶，被初中喜欢的同桌拿下了🙃 ​,32,2024-05-03 11:39:05,同城,https://weibo.com/5029910366914801/Ocy6wt0R3,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/00666pqmly8ghf570w3ppj30ro0rodic.jpg?KID=imgbed,tva&Expires=1714762438&ssig=YcEg8%2FSel%2F",一座敬亭山呀,/u/5586982710,0
5030091589948862,0,0,0,安徽,"📍｜𝑊𝑢 𝑌𝑢𝑎𝑛•篁岭
“青山 白墙 黛瓦 晒秋 一半烟火 一半诗意🍂”  ​",104,2024-05-03 23:39:12,同城,https://weibo.com/5030091589948862/OcCOOFK9w,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006nONSVly8hn1hzcyrvej30u00u0jtx.jpg?KID=imgbed,tva&Expires=1714762438&ssig=9e5pHPZmjU",寄予安11,/u/5848760881,0
5030036304304833,0,0,0,江西,云散雾开，拿捏小小三清山🤏🏻  ​,52,2024-05-03 19:59:31,同城,https://weibo.com/5030036304304833/OcBnEi3SN,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/6d2286acly8hilckpp4caj20u00u0whq.jpg?KID=imgbed,tva&Expires=1714762438&ssig=ib8ugG4JjW",杪秋_二十一,/u/1830979244,0
5027899076515957,6,5,0,江西,⚫️  ​,25,2024-04-27 22:26:56,同城,https://weibo.com/5027899076515957/ObHMvrl65,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/006AgQmnly8fpcpqco52cj30ro0ro40i.jpg?KID=imgbed,tva&Expires=1714762438&ssig=%2B82%2BDHXRSU",-蛋蛋桃,/u/6032759611,0
5030006430633474,1,1,0,江西,I人的一天. ​,10,2024-05-03 18:00:49,同城,https://weibo.com/5030006430633474/OcABt2ENk,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/9bce102bly8hiox3hgxq4j20e80e874u.jpg?KID=imgbed,tva&Expires=1714762438&ssig=PDGiZO0dkQ",徐什么倩-,/u/2613973035,0
5029790073487436,891,42,13,浙江,再惹我半下试试呢 ​,16,2024-05-03 03:41:05,同城,https://weibo.com/5029790073487436/OcuYveDeY,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/00625bJWly8hoqvrnmv27j30u00u0q4p.jpg?KID=imgbed,tva&Expires=1714762438&ssig=Q%2FfcYxUBLn",Novberain,/u/5527586436,0
5027485017702407,17,10,0,江西,"#记录旅行# 景色真的太美啦⛰️
本来以为会下雨的呢 大晴天！
运气🍀+10086
和好朋友一起散心 
别太舒服咯～幸福☺️  ​",131,2024-04-26 19:01:36,同城,https://weibo.com/5027485017702407/Obx0FwjKn,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/008rTsr1ly8hcbutf3lejj30e80e8js0.jpg?KID=imgbed,tva&Expires=1714762438&ssig=EljVQ030cy",超讨厌香菜耶,/u/7741241075,0
5029358735460458,0,3,0,江西,美，但实在是太太太太太太挤了  ​,49,2024-05-01 23:07:06,同城,https://weibo.com/5029358735460458/OcjKNmUvU,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/7832996bly8hf927entmvj20e80e8gm2.jpg?KID=imgbed,tva&Expires=1714762438&ssig=TUQgR95oTz",Eeleeeeeven,/u/2016581995,0
5029659220116171,1,4,0,江西,太久没亲亲了，都不知道是先闭眼睛还是先伸舌头  ​,64,2024-05-02 19:01:06,同城,https://weibo.com/5029659220116171/Ocrzs0udJ,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/94c87f3cly8hjum2wwf7kj20qo0qotah.jpg?KID=imgbed,tva&Expires=1714762438&ssig=VGGdtwfazh",beclaiis,/u/2496167740,
5028260334802881,1,3,0,江西,场景加载完毕 今晚开张[哈哈]  ​,47,2024-04-28 22:22:27,同城,https://weibo.com/5028260334802881/ObRbbk9rP,"https://tvax4.sinaimg.cn/crop.0.0.1024.1024.180/9b278afbly8hoxzp6zapqj20sg0sgjta.jpg?KID=imgbed,tva&Expires=1714762441&ssig=LU70BefDHk",妍妍不会离开你i,/u/2603059963,0
5029721701616401,7,2,0,江西,"特别的日子
我心尖尖上的女孩订婚啦[给你小心心] ​",45,2024-05-02 23:09:24,同城,https://weibo.com/5029721701616401/Octce6MuZ,"https://tvax4.sinaimg.cn/crop.0.0.572.572.180/bc6cf5c6ly8ho1hext13kj20fw0fwjso.jpg?KID=imgbed,tva&Expires=1714762441&ssig=dIxTr0tQNa",山会逃,/u/3161257414,0
5029626599966953,2,1,0,浙江,"📍婺源·遇见婺女洲
彩票中了220，开心~  ​",59,2024-05-02 16:51:30,同城,https://weibo.com/5029626599966953/OcqIPFORj,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9cd93291ly8hgg6ccjwj7j20e80e83z6.jpg?KID=imgbed,tva&Expires=1714762441&ssig=AalAcGSY27",-心弦上的景致-,/u/2631479953,0
5027671854022922,39,21,0,江西,[兔子] ​,6,2024-04-27 07:24:02,同城,https://weibo.com/5027671854022922/ObBS1gSxQ,"https://tvax3.sinaimg.cn/crop.0.0.391.391.180/c76bba9ely8hfrn3qu8gsj20av0avjrh.jpg?KID=imgbed,tva&Expires=1714762441&ssig=Gl3NmA%2FrEK",Nplv_o3o,/u/3345726110,0
5028209903015414,3,3,0,江西,#新做的指甲盖子#  ​,36,2024-04-28 19:02:03,同城,https://weibo.com/5028209903015414/ObPRQcErI,"https://tvax3.sinaimg.cn/crop.0.0.1070.1070.180/008BcxXgly8hot901fo4sj30tq0tq40j.jpg?KID=imgbed,tva&Expires=1714762441&ssig=hcPwaudyjc",isiui,/u/7878777550,0
5029868020961649,2,1,0,江西,分享图片 ​,8,2024-05-03 08:50:49,同城,https://weibo.com/5029868020961649/Ocx0e42at,"https://tvax2.sinaimg.cn/crop.0.0.180.180.180/008DnnQsly8hnzmooykarj3050050glj.jpg?KID=imgbed,tva&Expires=1714762441&ssig=bfQM4%2BONEE",为人民服务的快乐小狗,/u/7910912968,0
5029144993991884,232,32,1,河北,分享图片 ​,8,2024-05-01 08:57:46,同城,https://weibo.com/5029144993991884/Ocec3gKte,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/006xtFf4ly8h1p52rrms7j30e80e8wf3.jpg?KID=imgbed,tva&Expires=1714762441&ssig=hCS854dn95",简柠Vanessa,/u/5991486130,0
5029208538219230,4,2,0,湖北,红尘客栈的尽头 我找到了  http://t.cn/A6TFGtGM ​,65,2024-05-01 13:10:16,同城,https://weibo.com/5029208538219230/OcfQxyuce,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/007266BXly8hji8tgurvhj30e80e8dh0.jpg?KID=imgbed,tva&Expires=1714762441&ssig=hlXiZXW5g%2B",咬一口脆脆鲨琪玛,/u/6443937881,0
5029337595646010,120,3,0,安徽,#GEA[超话]#今天上高速为了避让开高峰车流量拥堵，德兴高速收费站公路旁边免费发放矿泉水和面包，还有热水和泡面，为你们点赞👍 👍 👍  http://t.cn/A6TFsZZH ​,173,2024-05-01 21:43:06,同城,https://weibo.com/5029337595646010/OcjcHnGMG,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006UD2etly8hncuzowpblj30u00u00wo.jpg?KID=imgbed,tva&Expires=1714762441&ssig=fGTqKR2Dh4",GEA相信自己,/u/6333575185,0
5029354841048580,2,0,0,上海,"没想到我竟是北线的唯一游客[允悲]
婺源蛮踩雷的，但樊式牛骨粉一绝！
感觉大部队即将被骗来，赶紧肥家  ​",117,2024-05-01 22:51:38,同城,https://weibo.com/5029354841048580/OcjEw4oMA,"https://tvax4.sinaimg.cn/crop.0.0.512.512.180/b7cda743ly8hd2qmb4c5pj20e80e8dh1.jpg?KID=imgbed,tva&Expires=1714762441&ssig=PPYWlUpYG%2F",迷糊小姐_不迷糊,/u/3083708227,0
5029942095512803,7722,594,325,江苏,#张雪峰建议普通家庭不要学医#怎么还没到六月份我就开始常驻热搜了呢？？？我找了半天我没找到我这个热搜的原话视频！！！经常看我直播的朋友应该知道，我原话一定不是这么说的！是否学医，跟你的分数，你的就业城市期待，还有你的家庭背景有很大的关系，切不可一概而论。我没说过这句话！ ​,268,2024-05-03 13:45:10,榜单,https://weibo.com/5029942095512803/OcyVHn88b,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/63f01b30ly8ges58dz6egj20ro0rotaf.jpg?KID=imgbed,tva&Expires=1714762445&ssig=jwfEu1B7YN",张雪峰老师,/u/1676679984,1
5029604576724631,12732,264,353,福建,中国女子王选，10年41次上诉，终将日本731部队送上国际法院！致敬王选！[鲜花][鲜花][good][心]#正能量# ​,97,2024-05-02 15:23:59,榜单,https://weibo.com/5029604576724631/Ocq9jsdnN,"https://tvax3.sinaimg.cn/crop.0.0.260.260.180/008saguxly8h01dbf09v4j307m078a9x.jpg?KID=imgbed,tva&Expires=1714762445&ssig=EggilW4RNQ",思想沸点,/u/7745246741,0
5029963403101803,6207,700,1393,重庆,"内蒙古人体质到底有多好？一万米说跑就跑[裂开]

#镜头下的笑容##五一假期随手拍# ​",76,2024-05-03 15:09:50,榜单,https://weibo.com/5029963403101803/Oczu4d0V5,"https://tvax4.sinaimg.cn/crop.0.0.664.664.180/006lOefaly8hkhm81n8t6j30ig0igabd.jpg?KID=imgbed,tva&Expires=1714762445&ssig=Tm7XyAyWbc",野比大雄,/u/5819071204,0
5030003501172730,5297,1695,660,安徽,"#苹果公布2024第一季度财报# 苹果2024 年第 1 季度财报，营收 908 亿美元，去年同期营收为 948 亿美元，同比下降 4%。
其中国内地区营收 163.7 亿美元，同比下降 8.1%。但在财报电话会议上，库克再次强调中国城市最畅销的智能手机是 iPhone 15 和 iPhone 15 Pro Max。且上季度 iPhone 在中国大陆的销量 ​",389,2024-05-03 17:49:10,榜单,https://weibo.com/5030003501172730/OcAwK4V50,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/9ff30c79ly8hjefyh32jyj20go0go75k.jpg?KID=imgbed,tva&Expires=1714762445&ssig=NFOOfRWHVQ",科技阿楠,/u/2683505785,1
5029694424482115,16913,6402,1383,北京,"给王鹤棣粉丝推荐一部剧，叫遇龙。
左边这张图是王鹤棣，右边是你为帝。 ​",67,2024-05-02 21:21:00,榜单,https://weibo.com/5029694424482115/OcsueiO0b,"https://tvax1.sinaimg.cn/crop.0.0.512.512.180/bf3d332bly8hpbm4g3hfdj20e80e8dg2.jpg?KID=imgbed,tva&Expires=1714762445&ssig=SCUyW1%2Bih5",因为所以为,/u/3208459051,0
5029948343715085,8360,57,9,未知,【你怎么看店家敷衍对待网友爱心？】近日，一电竞代打圈大神“胖猫”疑似因和女友在感情上出现摩擦造成双方分手，随后 #胖猫# 自杀引发热议，今日热心网友为祭奠胖猫点汉堡，结果华莱士店家发了空包？华莱士官方回应：已在紧急了解情况，会第一时间处理涉事门店和相关人员。 ​​​送白开水的茶百道稍 ​,346,2024-05-03 14:10:00,榜单,https://weibo.com/5029948343715085/Ocz5MfAsJ,"https://tvax2.sinaimg.cn/crop.0.0.676.676.180/001qXXGoly8h8vgkqi6cjj60j60ist9c02.jpg?KID=imgbed,tva&Expires=1714762445&ssig=1Mx5iYMIL6",新闻晨报,/u/1314608344,0
5029726099866668,11454,426,12,浙江,小河沟还不错…钓了不少小鱼货…对岸还有不知道叫啥的大鸟陪我……就是现在朋友说我穿着钓鱼🎣套装去酒吧了[泪][泪][泪] ​,114,2024-05-02 23:26:53,榜单,https://weibo.com/5029726099866668/OctjjFoLO,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/9e943931ly8hkyvt6nlxij20u00u0q59.jpg?KID=imgbed,tva&Expires=1714762445&ssig=RaM5BHmn9c",串儿导,/u/2660514097,0
5030065777675396,37998,1752,3622,河南,#未闻花名哭死# 时代少年团《未闻花名》的舞台完整版，我已经哭得不行了，尤其是最后大家围在一起抱着的时候！ http://t.cn/A6HPBD6W ​,124,2024-05-03 21:56:38,榜单,https://weibo.com/5030065777675396/OcC9bwcII,"https://tvax1.sinaimg.cn/crop.0.0.830.830.180/7e2d2eeely8fr37yjadtaj20n20n2q3q.jpg?KID=imgbed,tva&Expires=1714762445&ssig=%2BXB3b6mcer",传媒小娱,/u/2116890350,0
5029988437068810,26488,1093,3686,未知,#电影维和防暴队#王一博走过最长的路，就是观众的套路😂电影《维和防暴队》正在热映中，期待影院见！ http://t.cn/A6HPCt7I ​,117,2024-05-03 16:49:19,榜单,https://weibo.com/5029988437068810/OcA8rtEV4,"https://tvax4.sinaimg.cn/crop.0.0.600.600.180/008ikbzwly8hnzl9zr0rlj30go0go42v.jpg?KID=imgbed,tva&Expires=1714762445&ssig=aiYm3QsTDF",电影维和防暴队,/u/7599847750,0
5030023285182799,78348,5178,26007,北京,"#书卷一梦首发剧照#
浮生如梦，意外入卷。欢喜冤家，命运纠缠。
争权夺势惹情劫，天定姻缘难更改。
#书卷一梦官宣开机#
#书卷一梦# 承蒙厚爱，不负期待！
领衔主演：@李一桐Q @摩登兄弟刘宇宁 ​",178,2024-05-03 19:07:47,榜单,https://weibo.com/5030023285182799/OcB2ElKhx,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006Cxx8gly8hmm3o0eaqcj30u00u0dn6.jpg?KID=imgbed,tva&Expires=1714762445&ssig=7g%2FJodv3EZ",电视剧书卷一梦,/u/6066289948,0
5030021326966688,11596,246,556,北京,#非人哉# 【第1011话】没有伟大的愿望，就没有伟大的天才。 ​,55,2024-05-03 19:00:00,榜单,https://weibo.com/5030021326966688/OcAZutelW,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006c4YZzly8h8ukkqone7j60u00u041a02.jpg?KID=imgbed,tva&Expires=1714762445&ssig=C7RDfx%2BVNj",非人哉漫画,/u/5675300793,0
5030084664362756,112980,10753,59556,四川,"《命运》呐～～～～～[赢牛奶][赢牛奶][赢牛奶]
 #天赐的声音# 
http://t.cn/A6HPetsh ​",80,2024-05-03 23:11:41,榜单,https://weibo.com/5030084664362756/OcCDEiiX2,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/001Py70Nly8hn1e8lnpn9j60u00u0gmw02.jpg?KID=imgbed,tva&Expires=1714762445&ssig=XexyahaM7b",张碧晨,/u/1677856077,0
5029212247556205,101320,1021,1054,未知,#伟人辞世举国同悲#1976年9月9日0时10分，人民的领袖、一代伟人毛泽东的心脏停止了跳动。山河齐哀，举国同悲。9月28日下午，首都各界群众百万人在北京天安门广场以最隆重的仪式举行“伟大的领袖和导师毛泽东主席追悼大会”。追悼大会的实况，通过电视和广播传遍全国所有的城乡。在工厂矿山，在行进的列 ​,631,2024-05-01 13:25:00,榜单,https://weibo.com/5029212247556205/OcfWwvHIh,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/6f3e5825ly8h8vgc5asooj20u00u075t.jpg?KID=imgbed,tva&Expires=1714762445&ssig=xybpJnS%2F4u",北京卫视档案,/u/1866356773,0
5030033953653363,133280,24564,345213,江苏,"#奔跑吧真人版木偶海报#
在家的你快来看偶们精彩亮相！！！
一起来 #奔跑吧# 走进非遗木偶戏！
为了找到“它”！不能放弃！不能放弃！不能放弃！！
今晚20:20浙江卫视，20:50 Z视介，感受戏里戏外的粉墨人生！#深度周报# ​",204,2024-05-03 19:50:11,榜单,https://weibo.com/5030033953653363/OcBjRfkpd,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/678857afly8gfjpbf8kgaj20e80e8mxk.jpg?KID=imgbed,tva&Expires=1714762445&ssig=o2ch7a2SYc",卡布叻_周深,/u/1736988591,0
5029971476614036,8258,1100,5150,四川,"#你应该远离的煤气灯效应和类型# 

煤气灯效应，又称煤气灯探戈、煤气灯操纵，是指对受害者施加的情感虐待和操控。

让受害者逐渐丧失自尊，产生自我怀疑，无法逃脱。煤气灯效应描述的是一种心理操控手段，受害者深受施害者操控，以至于怀疑自己的记忆、感知或理智。#胖猫事件# http://t.cn/A6HPSVf0 ​",278,2024-05-03 15:41:55,榜单,https://weibo.com/5029971476614036/OczH5rKC0,"https://tvax3.sinaimg.cn/crop.0.0.828.828.180/007O3Uu1ly8gdvcyydqy7j30n00n0taq.jpg?KID=imgbed,tva&Expires=1714762445&ssig=1EIWpfLG%2Bx",神奇知识点,/u/7152678733,0
5029356946854019,19143,843,1297,未知,【#大熊猫是中国特有种的铁证#[doge]】#为什么说大熊猫只可能是中国特有的# 大熊猫“胖大海”：到点了到点了，赶紧躺了。#国宝说晚安#（栗子福） http://t.cn/A6TszJSX ​,156,2024-05-01 23:00:00,榜单,https://weibo.com/5029356946854019/OcjHUsL2H,"https://tvax3.sinaimg.cn/crop.8.11.119.119.180/0034c2ttly8h8vg8d8h2ij6046046q2t02.jpg?KID=imgbed,tva&Expires=1714762445&ssig=r5VNzhsYmD",新华网,/u/2810373291,0
5030032173175277,14893,458,1980,广东,#恋爱兄妹# 终于等到智媛跟宰亨互发信息啊啊啊啊啊啊啊啊啊啊啊当宰亨分析短信发现是智媛之后的表情啊啊啊啊啊啊啊啊啊啊啊 http://t.cn/A6HPQ3BF ​,136,2024-05-03 19:43:06,榜单,https://weibo.com/5030032173175277/OcBgZdk29,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007m4NtDly8hcftgwbrgdj30e80e83z0.jpg?KID=imgbed,tva&Expires=1714762445&ssig=SV4%2FT2vcLr",补课老师今正疯,/u/6739152721,0
5029991056936953,6575,663,234,中国,"五一假期day3 今天的风格是板球小子

第三天大家去玩了啥[吹风车]

#今天穿什么[超话]##假日出游好扮法# ​",97,2024-05-03 16:59:43,榜单,https://weibo.com/5029991056936953/OcAcFt6Cl,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/5f875bd7ly8h1mb18tncij20u00u0acr.jpg?KID=imgbed,tva&Expires=1714762445&ssig=EjX2hb6qjy",不是小段,/u/1602706391,0
