article_id,created_at,likes_counts,region,content,author_name,author_gender,author_address,author_avatar
5028986346281084,2024-05-01 12:52:39,84,广东,都是开始装，得了天下，比谁要的都多,紫门宫主,m,浙江 丽水,"https://tva1.sinaimg.cn/crop.0.0.180.180.180/777d1cd5jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714762464&ssig=TWOyMsGVhu"
5028986346281084,2024-05-01 10:47:06,49,广西,赵德汉有那么多钱也只吃面不花[doge]搞传销谁不会,奔驰做夏树,m,广西 河池,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006bNUWSly8hcccm1l3qxj30u00u076m.jpg?KID=imgbed,tva&Expires=1714762464&ssig=dWU%2B7fhF9X"
5028986346281084,2024-05-01 16:08:05,39,北京,真正的抗日英雄，和打嘴炮的可不一样,hsveuvxj,m,北京,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/008rJNZQly8hk685ektsnj30qo0qoaei.jpg?KID=imgbed,tva&Expires=1714762464&ssig=5gRe0jQngi"
5028986346281084,2024-05-01 11:58:15,11,河南,蒋介石太君子了，在中国只是个小人当道,你叫我大玉,m,其他,"https://tvax3.sinaimg.cn/crop.0.0.828.828.180/006S6Wnyly8g6z4540801j30n00n0q43.jpg?KID=imgbed,tva&Expires=1714762464&ssig=w5toiAKnoK"
5028986346281084,2024-05-01 01:52:53,15,福建,说明那时候穷呗。,阿韦猡giegie,f,其他,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007Dji9Xly8hd1d20y4uvj30u00u0q46.jpg?KID=imgbed,tva&Expires=1714762464&ssig=q8LL8OjmWA"
5028986346281084,2024-05-01 15:15:56,23,福建,真正的抗日英雄,Hoang8,m,广东,"https://tvax1.sinaimg.cn/crop.0.0.884.884.180/006JPJNely8fqskl2x7qqj30ok0okwg0.jpg?KID=imgbed,tva&Expires=1714762464&ssig=%2Bm2guCAD%2Fh"
5028986346281084,2024-05-01 12:48:26,20,北京,现在村长都不止劳力士了,蓝白瞬间,m,北京,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/4addfb6cly8gl271sstktj20u00u0wim.jpg?KID=imgbed,tva&Expires=1714762464&ssig=iM6t77qKfP"
5028986346281084,2024-05-01 20:58:11,22,重庆,你们的领导，大着肚子在办公室吹空调[doge][doge][doge],蔡文姬快来捉wo,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/006bLmgIly8g3em2zq4byj30u00u040t.jpg?KID=imgbed,tva&Expires=1714762464&ssig=mrusTaccYw"
5028986346281084,2024-05-02 13:32:14,28,山东,看了看评论区，老百姓不好骗了啊[泪][泪][泪],為你痛哭啊,m,山东,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/0066dRpqly8gvvbj5o1lqj30e80e8t94.jpg?KID=imgbed,tva&Expires=1714762464&ssig=fg%2BUvgCdNi"
5028986346281084,2024-05-01 10:36:34,3,云南,老蒋和宋美龄都快把中国卖没了,-美夕的梦魇-,m,其他,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/0085oAvfly8gu1173riojj60u00u0q3n02.jpg?KID=imgbed,tva&Expires=1714762464&ssig=uMbDnCuApe"
5028986346281084,2024-05-01 12:35:42,8,海南,目测又要有人出来说，历史是胜利者写的[doge],茉莉香草甜米饭,m,海南,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/a269545ejw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714762464&ssig=Sl8U%2FYBO%2Fy"
5028986346281084,2024-05-02 03:04:30,17,河北,吃熊掌的时候你没看到,微寒_Simon,m,河北 邢台,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/69b9cb5ely8h5ylvi7240j20u00u0js4.jpg?KID=imgbed,tva&Expires=1714762464&ssig=hr61UdfPWV"
5005978405177754,2024-02-27 12:43:54,246,上海,为啥人总是制裁咱们呢,瞎说啥实话223,m,其他,"https://tvax1.sinaimg.cn/crop.0.0.690.690.180/0071GdtIly8fmt08l5j5tj30j60j6afa.jpg?KID=imgbed,tva&Expires=1714762468&ssig=WbVgcBEJcI"
5005978405177754,2024-02-27 16:11:22,433,陕西,真会给华为贴金，华为或许技术还可以，但是价格对不起民族品牌这四个字,Solitude4617,m,湖北 武汉,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006lPAOuly8fm9eqoo77dj30ro0ro41f.jpg?KID=imgbed,tva&Expires=1714762468&ssig=kRpUwaiwV7"
5005978405177754,2024-02-27 14:46:04,240,江苏,又是自我感动自我高潮的一天[哈欠],GJW__LD,m,江苏 南通,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/a1a7bbd4ly8g9t430lcqcj20ro0ro0v1.jpg?KID=imgbed,tva&Expires=1714762468&ssig=Yht%2F7ueb6Y"
5005978405177754,2024-02-27 14:07:16,30,上海,中兴通讯字体为啥是红的呢？,新·小卡拉·米,f,上海 黄浦区,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/3d451bbfly8hi36kojjxgj20e80e8ab5.jpg?KID=imgbed,tva&Expires=1714762468&ssig=Hp5y9QRHyr"
5005978405177754,2024-02-27 13:04:41,97,四川,可耻的联想,曹樂樂樂,m,广东,"https://tva2.sinaimg.cn/crop.0.0.852.852.180/6ffe5d52jw8ema3bz3m4hj20no0nojtc.jpg?KID=imgbed,tva&Expires=1714762468&ssig=tx1Y%2BY%2BOMK"
5005978405177754,2024-02-27 13:39:38,27,江苏,@联想中国 叛逆者,无味_70310,m,江苏 苏州,"https://tva2.sinaimg.cn/crop.0.0.320.320.180/006aMm9ajw8f1wpg4rgwrj308w08wjrj.jpg?KID=imgbed,tva&Expires=1714762468&ssig=uTRa%2FhnD7Q"
5005978405177754,2024-02-28 09:09:45,43,北京,成天yy 全世界都是敌人[允悲],一个人的隐秘角落,m,其他,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0060mwNply8hkmuufyfk6j30u00u077w.jpg?KID=imgbed,tva&Expires=1714762468&ssig=i0BqoY7%2BJ%2B"
5005978405177754,2024-02-27 17:17:25,23,上海,这自嗨的….,月光骑士左右,m,上海,"https://tvax4.sinaimg.cn/crop.0.25.1242.1242.180/614641a1ly8folvlq3ek5j20yi0zxdlk.jpg?KID=imgbed,tva&Expires=1714762468&ssig=UXAqbfb2sJ"
5005978405177754,2024-02-27 17:04:43,11,广东,比亚迪这种是伪中国，开曼群岛的公司不要放在我们这边,yfgr20004,m,四川 成都,"https://tva1.sinaimg.cn/crop.0.0.200.200.180/a2a6764bjw1ex8887cto3j205k05kweb.jpg?KID=imgbed,tva&Expires=1714762468&ssig=QnlMHy0c%2Bz"
5005978405177754,2024-02-27 13:00:43,10,浙江,歌尔股份都能上去[doge] 那欧菲光上去算了,热烈祝贺国九条带来的牛市行情,m,其他,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/006MBeo1ly8hp22vpae3zj30e80e83ys.jpg?KID=imgbed,tva&Expires=1714762468&ssig=AucTX7kb82"
5005978405177754,2024-02-27 17:23:12,10,江苏,卧槽，联想这是真臭了,披荆斩棘的生活,m,江苏 苏州,"https://tvax2.sinaimg.cn/crop.0.0.1008.1008.180/006a199hly8gmxyljge46j30s00s0wh6.jpg?KID=imgbed,tva&Expires=1714762468&ssig=VwOKhiFOBJ"
5005978405177754,2024-02-27 14:25:45,3,江苏,捷荣也算，呵呵呵,锦鲤嘉年,f,其他,"https://tvax2.sinaimg.cn/crop.0.32.944.944.180/006Tbws8ly8hisg16v6jvj30q80s1tc3.jpg?KID=imgbed,tva&Expires=1714762468&ssig=HZ%2FMZnskBU"
5005978405177754,2024-02-27 20:48:15,1,四川,请问，熊猫是什么东西的品牌,乌-骓,m,四川 成都,"https://tva4.sinaimg.cn/crop.0.0.180.180.180/724ebc1bjw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714762468&ssig=HvR%2BRTcs%2BQ"
5005978405177754,2024-02-27 15:41:01,7,甘肃,华为很好，但是跟我关系不大,小李仙生,m,浙江,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/eac21549ly8g8pmwszw48j20u00u0tb8.jpg?KID=imgbed,tva&Expires=1714762468&ssig=EgCVJ2Par%2F"
5005978405177754,2024-02-27 16:10:44,2,浙江,那你用iPhone手机是不是属于上面的崇洋者？,唐老鸭之哆啦A梦,m,浙江 杭州,"https://tvax4.sinaimg.cn/crop.0.0.480.480.180/008tr4TTly8h2nci4j2p1j30dc0dct9a.jpg?KID=imgbed,tva&Expires=1714762468&ssig=xfH%2FK5r3kQ"
5005978405177754,2024-02-28 18:07:48,2,四川,你错了，业内真能扛一下的可能还就菊厂[偷笑],小冰冰87007,m,其他,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006c3lr1ly8h667wknb0bj30u00u0417.jpg?KID=imgbed,tva&Expires=1714762468&ssig=3YkddyDY%2Bn"
5005978405177754,2024-02-28 08:38:23,0,福建,这联想，怎么会站在那个位置？,讨厌的夏日啊,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005UaJKTly8ggyys8nevyj30ro0rowgg.jpg?KID=imgbed,tva&Expires=1714762468&ssig=zUTJKRPm4Z"
5005978405177754,2024-02-27 14:30:26,2,上海,华为，怎么说呢，,love暖阳大地,m,江苏,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008BA5qmly8hjtxpesbxgj30u00u0770.jpg?KID=imgbed,tva&Expires=1714762468&ssig=n2sFWjm84X"
5005978405177754,2024-02-27 12:34:55,0,江苏,这个图片搞得好,戟楚,m,浙江 宁波,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0070rJu1ly8hjp6kd23cgj30u00u0102.jpg?KID=imgbed,tva&Expires=1714762468&ssig=L%2FvGemrxhL"
5029680298066391,2024-05-02 21:14:11,317,未知,感谢雷总在线安利乐山[比耶][比耶]有空一定要乐山玩呀[嘻嘻]当然啦，也欢迎大家这个五一来乐山看美景吃美食，寻找久违的松弛感，走遍这座城市的三江六岸，感受街头巷尾的人间烟火气[抱一抱][抱一抱]我在乐山等你们哟！#五一根本走不出四川# ,乐山文旅,m,四川,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/d7227159ly8h8vj8csekvj20e80e83yv.jpg?KID=imgbed,tva&Expires=1714762471&ssig=B9gICDsJe%2F"
5029680298066391,2024-05-02 20:26:22,192,广东,直播SU7直播的好好的突然进来一群higo把我给举报了[允悲] http://t.cn/A6HvMVnv,CNBLUE首席男饭,m,广东,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/b179fc8fly8goua368swpj20u00u0gp0.jpg?KID=imgbed,tva&Expires=1714762471&ssig=zLBNFzYRaW"
5029680298066391,2024-05-02 20:27:15,168,山西,华为粉丝放假都这么卖力啊。黑了三个品牌了。 http://t.cn/A6HvMMsj,小L1会有钞能力,f,其他,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0084XHkYly8hlnxu8xshoj30u00u0dig.jpg?KID=imgbed,tva&Expires=1714762471&ssig=kKDt0ahQYf"
5029680298066391,2024-05-02 20:26:41,21,浙江,乐山这么玩～ http://t.cn/A6HvMfBd,春风吹过凝固的照片,m,四川,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008x80A6ly8hehzvq61imj30u00u00w6.jpg?KID=imgbed,tva&Expires=1714762471&ssig=wj9hYDwhnE"
5029680298066391,2024-05-02 20:25:27,57,新疆,新疆傍晚的浪漫[哈哈] http://t.cn/A6HvMqRj,蕉大大的大,m,陕西 西安,"https://tvax2.sinaimg.cn/crop.0.0.300.300.180/005ZvyiOly8hmk44fwuiwj308c08cmxb.jpg?KID=imgbed,tva&Expires=1714762471&ssig=%2BP2FKmeyhJ"
5029680298066391,2024-05-02 20:33:42,40,四川,雷总我就是乐山的，能不能让我早点提车乐一乐[允悲],花满楼HML_,m,四川 成都,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/0065DbiLly8hnbyck400tj30e80e8aai.jpg?KID=imgbed,tva&Expires=1714762471&ssig=I4eV9cBKaK"
5029680298066391,2024-05-02 20:25:28,16,江西,乐山大佛也是很有名的[good][good][good],幸福的宝贝乐2022,f,北京 西城区,"https://tvax3.sinaimg.cn/crop.0.0.720.720.180/006ZGKTbgy1hjl1n098uhj30k00k03zq.jpg?KID=imgbed,tva&Expires=1714762471&ssig=2eYJMYt98q"
5029680298066391,2024-05-02 21:16:55,36,贵州,欢迎雷总来乐山！记得带好健胃消食片哦[馋嘴],小米四川,f,四川,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/d0840e6bly8gzxt65w2tsj20go0gomxg.jpg?KID=imgbed,tva&Expires=1714762471&ssig=Lp2%2FuI89O9"
5029680298066391,2024-05-02 20:52:25,10,上海,谢谢雷总，乐山是我的家乡，很美，有非常多的美食，是全川最好吃的城市。但是，游客真的太多了[笑cry]，建议大家错峰旅游。,葫芦如意如意葫芦,m,上海 徐汇区,"https://tvax1.sinaimg.cn/crop.0.125.750.750.180/008wkZm2ly1h8w812voypj30ku0rsmzm.jpg?KID=imgbed,tva&Expires=1714762471&ssig=zF8kUxJK9g"
5029680298066391,2024-05-02 20:38:52,18,四川,雷总你要是来乐山，我横竖给你安排一个甜皮鸭，跷脚牛肉，乐山豆腐脑，乐山咔饼，乐山炸串，乐山烧烤。。。。。。。,雨后的小溪83235,m,其他,"https://tvax1.sinaimg.cn/crop.0.0.880.880.180/008gUgYply8hfchn08mxaj30og0ogn1t.jpg?KID=imgbed,tva&Expires=1714762471&ssig=%2FX7nmvsSYe"
5029680298066391,2024-05-02 20:25:17,11,江苏,去小米之家看了14u 准备入手[喵喵],谦米ultra,m,江苏 扬州,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006yh1DCly8honboyt05ej30u00u03zz.jpg?KID=imgbed,tva&Expires=1714762471&ssig=Qh%2FqhV42Gm"
5029680298066391,2024-05-02 20:39:12,2,甘肃,这就开始接广告啦？[笑cry][允悲],复活_,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/53571d25ly8fyiu5de1w6j20ru0rumyf.jpg?KID=imgbed,tva&Expires=1714762471&ssig=GdIl4biw3a"
5029680298066391,2024-05-02 21:17:16,1,湖北,17年买了个999的红米note4，买来相机无法自动对焦，要轻轻的敲一下，售后两次才修好。18年买了个小米8，没啥问题。20年初买了10顶配，无线网极慢，7天无理由退款了，5月在线下再次入10顶配，拿到家里无法快充，赶紧跑回去换了，一年后开机键按下去不回弹，修了两次，给家人当备用机，换别的牌子了。,viwu365,m,浙江 杭州,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/707e78c7ly8hoo0txhiq6j20u00u0tfi.jpg?KID=imgbed,tva&Expires=1714762471&ssig=zXAgRDXZRs"
5029680298066391,2024-05-02 21:05:35,8,天津,本地逛了逛，哪哪都是人[开学季] http://t.cn/A6HvJscw,颂文一朵小红花,f,天津 河东区,"https://tvax1.sinaimg.cn/crop.0.0.1058.1058.180/b56539ddly8hpbpdhv50jj20te0te75o.jpg?KID=imgbed,tva&Expires=1714762471&ssig=njkUQydRXr"
5029680298066391,2024-05-02 20:26:14,15,江苏,雷总终于发微博啦[太开心][太开心][太开心]雷总晚上好！雷总五一出去玩了吗？[爱你],怡宝喜欢有魅力的人,f,江苏 无锡,"https://tvax2.sinaimg.cn/crop.0.0.484.484.180/cb72b112ly8gymp180clhj20dg0dgglp.jpg?KID=imgbed,tva&Expires=1714762471&ssig=fDVcDyVucd"
5029680298066391,2024-05-02 20:34:19,4,广西,以为今天雷总休息不发博了，乐山确实是个好地方，没去过的，有空可以去看看。[心],犀灵有心,f,其他,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/63920430ly8gqos6w3cbej20ru0ru76v.jpg?KID=imgbed,tva&Expires=1714762471&ssig=Lei9M0u%2BIZ"
5029680298066391,2024-05-02 20:27:15,7,山东,这个视频拍得真好呀 很真实也很有青春气息~,流水画,m,其他,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/5d4f5f26ly8gdils2gb9fj20ro0rojt3.jpg?KID=imgbed,tva&Expires=1714762471&ssig=4bnJP7O2nO"
5029680298066391,2024-05-02 20:25:37,11,广西,我的假期作品《人间烟火》 http://t.cn/A6HvM5Xy,Rode罗德,m,广西 柳州,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/911c0f11ly8fm7ki203c2j20ro0romya.jpg?KID=imgbed,tva&Expires=1714762471&ssig=PcZCnf9H7G"
5029680298066391,2024-05-02 20:47:51,1,江苏,龙虾烤鸭卷[doge] http://t.cn/A6HvxRtp,小肚皮飒到赁远,m,湖南,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/634009a3ly8hncfnw9nf4j20u00u0gok.jpg?KID=imgbed,tva&Expires=1714762471&ssig=1zcbdMk2hO"
5029680298066391,2024-05-02 20:30:34,7,福建,雷总五一去哪玩[打call],VIGOURSOUL,f,福建 泉州,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006yvJonly8hbta35e1rjj30u00u0my3.jpg?KID=imgbed,tva&Expires=1714762471&ssig=hlwRHJeNNv"
5029545795392873,2024-05-02 12:13:45,126,河南,守边军人能吃好喝好正是大家最希望看到的[打call],发痒的耳朵,m,河南 郑州,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/006RYKaVly8gxdod061bcj30ro0roq4z.jpg?KID=imgbed,tva&Expires=1714762475&ssig=ELjnTlXPUh"
5029545795392873,2024-05-02 12:08:36,62,青海,吃再好点儿我都不介意，大不了我把烟吸的再快点儿,卧室灯坏了一个,m,青海,"https://tva3.sinaimg.cn/crop.0.0.438.438.180/006ETacgjw8fbeonszx8pj30c60c6t8v.jpg?KID=imgbed,tva&Expires=1714762475&ssig=o50ZOH17gz"
5029545795392873,2024-05-02 12:03:33,30,江苏,看着就过瘾，馋死阿三,龙虾_博士,m,其他,"https://tvax4.sinaimg.cn/crop.95.0.270.270.180/40ad024cly1gd42mz8g7hj20cs07imy8.jpg?KID=imgbed,tva&Expires=1714762475&ssig=S2T7yorrJ0"
5029545795392873,2024-05-02 13:18:19,10,河南,壮士饥餐胡虏肉，笑谈渴饮匈奴血。,小呀小呀小棉裤,m,河南,"https://tva4.sinaimg.cn/crop.0.0.664.664.180/006yiqXVjw8f6yt1xcuw8j30ig0igq3s.jpg?KID=imgbed,tva&Expires=1714762475&ssig=MtIP%2FkWhuD"
5029545795392873,2024-05-02 15:41:34,26,浙江,我一直说，一定要给子弟兵们吃好点，现在吃这块，咱们供得起。[嘻嘻],落日前的炊烟,f,浙江 杭州,"https://tvax3.sinaimg.cn/crop.0.0.664.664.180/e02f3e4dly8gfqjw44yt4j20ig0ig3zp.jpg?KID=imgbed,tva&Expires=1714762475&ssig=45eKP5oeM9"
5029545795392873,2024-05-02 13:51:05,9,山东,当然要吃好一点，所谓兵强马壮就不是抠抠搜搜能供出来的,木马左轮,m,山东 淄博,"https://tva4.sinaimg.cn/crop.0.0.436.436.180/557e84a9tw1eg6nwrectoj20c80g9dhy.jpg?KID=imgbed,tva&Expires=1714762475&ssig=RZ1PRrswtf"
5029545795392873,2024-05-02 22:21:51,5,河南,我们总是被一群勇敢的人保护着，感谢你们的付出，御敌于国门之外。,shjft,m,河南 焦作,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/cb0ed108ly8fzgtireer1j20ro0roq4g.jpg?KID=imgbed,tva&Expires=1714762475&ssig=XoiNn%2BQJSM"
5029545795392873,2024-05-02 12:34:02,6,陕西,各位！我们今天烤全羊的任务宗旨是：馋哭隔壁印度阿三！[doge][doge][doge][doge][doge],用户00120203,m,陕西 西安,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/0083f3YOly8gd49b16giyj30ru0rumzz.jpg?KID=imgbed,tva&Expires=1714762475&ssig=6DdC6qiVar"
5029545795392873,2024-05-02 11:35:41,11,江西,高原条件是真的艰苦，图9中间年轻的士兵头发都白了,山间小泉不见了,m,江西 赣州,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1714762475&ssig=oTIfLCxbug"
5029545795392873,2024-05-02 12:27:38,11,上海,下风口的阿三馋的猛灌一口恒河水就西北风那是[二哈][允悲]透心凉,新兵卫飞过,m,上海 浦东新区,"https://tvax2.sinaimg.cn/crop.0.0.400.400.180/44bce262ly8ho6zyq5ga0j20b40b4mx2.jpg?KID=imgbed,tva&Expires=1714762475&ssig=o0eYAVBM2G"
5029545795392873,2024-05-02 11:34:00,4,北京,可以理解，杰哥的节目拿筷子吃饭的就是收视率高。[二哈][允悲],夜行的零1977,m,北京 海淀区,"https://tva4.sinaimg.cn/crop.0.0.100.100.180/0064YgK8jw8eqfj3uqeu1j302s02sglg.jpg?KID=imgbed,tva&Expires=1714762475&ssig=q0YrfUZOtG"
5029545795392873,2024-05-02 17:21:42,2,湖北,哈哈，我们的战士，配得上最好的肉、最烈的酒[good][good][good],照见99,m,广东,"https://tva1.sinaimg.cn/crop.0.0.180.180.180/6691f47ejw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1714762475&ssig=1y2H6pRCH2"
5029545795392873,2024-05-02 17:27:27,5,海南,边防战士就要吃好喝好！馋死对面的阿三,广州上空的猪,m,广东 广州,"https://tvax3.sinaimg.cn/crop.0.0.960.960.180/697d004bly8h88yt42091j20qo0qo43v.jpg?KID=imgbed,tva&Expires=1714762475&ssig=zUhNacSYZI"
5029545795392873,2024-05-02 11:54:41,3,浙江,最可爱的人[给你小心心],北地李令月,f,其他,"https://tvax4.sinaimg.cn/crop.0.0.692.692.180/008a32gmly8hlhe6xndp4j30j80j8js3.jpg?KID=imgbed,tva&Expires=1714762475&ssig=ifFawOUZij"
5029545795392873,2024-05-02 20:00:14,1,云南,就是要敢发出来，吃就吃嘛，保家卫国吃好点也是应该的[思考],Rabbit_明,m,云南,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007Z5Mpsly8hp7x737l3ij30u00u176o.jpg?KID=imgbed,tva&Expires=1714762475&ssig=e0KVV1pHez"
5029545795392873,2024-05-02 21:04:33,0,辽宁,不知道平时戍边军人吃什么，应该条件很艰苦；最最最怀念的就是在某部队干休所吃的军队大锅饭，那是真好吃啊，食材也绝对都是大众水平，但因为是沿海城市，八一时候看他们吃过螃蟹，所以看服役的地方，只要不是太偏太远，部队还是能隔三差五吃上些当地美食的。,沙区R7K,m,辽宁 大连,"https://tva3.sinaimg.cn/crop.0.0.1242.1242.180/0062GPLEjw8f7bv3rivikj30yi0yigo3.jpg?KID=imgbed,tva&Expires=1714762475&ssig=mF4Y8ygp4J"
5029545795392873,2024-05-02 21:29:07,1,陕西,戍边战士就应该吃最好的 那么辛苦。,失其鹿LuLu,f,北京,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008vzZeLly8hlvcba3a3jj30u00u0q4h.jpg?KID=imgbed,tva&Expires=1714762475&ssig=JR2fn07aIc"
5029545795392873,2024-05-03 21:39:42,0,广西,个个寸头，黑不溜秋的精壮小伙。感觉还是西北的兵有战斗力。古代西北的边军一直都是战斗力都很强。[笑cry],诗与阳990,m,其他,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/005WczWNly8h98898w9zej30e80e83yv.jpg?KID=imgbed,tva&Expires=1714762475&ssig=HLIQzWisA%2F"
5029545795392873,2024-05-03 14:25:33,1,吉林,后勤保障就是战斗力[666],土豆说,m,其他,"https://tvax4.sinaimg.cn/crop.0.0.828.828.180/008r8rXOly8gy33vsigk5j30n00n0wfg.jpg?KID=imgbed,tva&Expires=1714762475&ssig=w%2F2P0xYIrK"
5028220657207053,2024-04-28 21:48:52,68,广东,我认为是[doge]：零跑C16+帝豪雷神L Hip 1.5TD-DHT Pro Super净[打call]@极速拍档-Jacky [二哈],葉HAO鋒,m,广东 深圳,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/77a478e5ly8g9myvlb39yj20ku0kuq47.jpg?KID=imgbed,tva&Expires=1714762479&ssig=iDsB6qo4aK"
5028220657207053,2024-04-28 21:30:56,23,北京,Model3p+gl8插混,SAN_湿地,m,北京 朝阳区,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/79f7505dly8geroso0kyzj20u00u0go6.jpg?KID=imgbed,tva&Expires=1714762479&ssig=3wXop0rIFB"
