是滴[憧憬][憧憬][憧憬],bad
这个时代已是重新捡起了“孔方兄”，曾经初心的“德先生”和“赛先生”已被觉醒的“孔方兄”成功替代。曾经的“全球同此凉热”也被#热而不同# 所取代了！,bad
勇往直前,good
努力打工，做好资本家的黑奴，然后争取早日提人生的第一辆su7[二哈][二哈][二哈]完成一个梦想,good
[打call],middle
一往无前,middle
[打call][打call][打call],bad
永远年轻，永远热泪盈眶。永远相信美好事情即将发生[爱你],good
[good],middle
加油[doge],good
有梦，积跬步，坚持[收到],bad
祝大家永远年轻，永远热泪盈眶！[全力以赴],good
雷布斯永远是少年！,good
永远年轻，永远热泪盈眶！,good
雷总，企业家的楷模,good
[心][心][心],good
轉發微博,good
永远年轻，永远热泪盈眶[心][心]一往无前！,good
生死看淡，不服就干[doge],bad
说话还是那么有艺术[doge],good
雷总，我昨天去看烟花秀时现场人特别的多，我的朋友们用的苹果手机，她们的手机全没网了，只有我小米14的网络稳如老狗，能让我手机点餐的时候网络顺滑无比和等烟花的时候自如地刷视频[比耶],good
年轻人要勇敢 雷总，我想要一台小米su7,good
果然还得是雷老板[good],good
雷总永远年轻[爱你],good
雷军先生永远年轻,good
敢闯敢拼[全力以赴],middle
雷总永远年轻[作揖][doge],good
敢做梦，才有机会改变世界，改变自己的人生#梦想# #敢# 我们都在头顶苍穹，叙写属于自己的人生,good
追逐雷总脚步，努力向前,good
一个疑问 10分钟内不能发相同的文案在雷总这里不管用啦？[偷乐],bad
年轻人还是要有年轻人的魄力敢想敢干最重要其实很多事情没有那么难你去试一下说不定就成了不要听人家这个建议那个建议先干了再说人生是一场马拉松一时的成败得失都不重要任何的成功背后都需要认知的改变和认知的突破要相信梦想相信坚持相信生生不息的力量要相信那些美好而坚韧的东西[收到][收到][收到],good
敢想敢做！永远年轻！,good
@体型筑建师: 雷总:来壮士们干了这碗鸡汤，喝完还有三碗[doge][doge][doge],good
致敬雷总[鲜花]是您让我消费得起科技产品，爱您[心] http://t.cn/A6H7bXDU,good
温文儒雅，格局高远的雷总！[鲜花],good
[good],middle
赶做梦，才有机会改变世界，改变自己的人生#梦想# ,good
雷学家[收到],bad
永远年轻，永远热泪盈眶！[心][心][太开心],good
雷总，您感觉动画片怎么样呢？我是一个95后，在我童年时期中国的动画真的太棒了，之前的动画都能吊打现在的电视剧，可是现在动画渐渐的不行了，没有什么意义，比如之前有“秦时明月”和“星游记”等等吧简直是国漫巅峰，现在竟然停播了，可否让他们再次复活走向巅峰呢[doge]，雷总满足我们吧[doge],good
雷总，你是楷模[打call][打call][打call],good
永远年轻 永远热泪盈眶[心] #小米# ,good
雷总，希望造一辆混动车，考虑一下新疆用户。,good
呜呜~雷总在我心目中永远恰同学少年，风华正茂！[哇][哇],good
给雷总点赞，爱雷总❤️,good
雷总永远年轻👍,good
火速交车[怒],bad
呜呜呜呜 求一个电子签名[送花花],good
爹,middle
[抱一抱][抱一抱],good
永远年轻，永远热泪盈眶[努力][努力][努力],good
永远热泪盈眶,good
雷总永远年轻,good
在雷总身上还能看到少年感。心中有梦，眼里有光的人永远年轻。,good
拉满拉满，鸡汤满满[二哈],bad
雷总和十几岁长得一样，听得我热泪盈眶,good
五四青年节，我也要敢[给你小心心],good
做年轻人的榜样,good
雷总扛起了企业家信心低迷时刻的大旗[威武][鲜花][赞],good
转发微博,middle
雷总，偶像[酷],good
有格局才能有未来，希望大家共勉,good
雷厂长真排面啊[嘻嘻][鼓掌][鼓掌][鼓掌],good
小米必将特斯拉取而代之，加电加电,good
顺势而为,middle
[赞],good
永远年轻,good
很开心能和雷总有一样的价值观，虽然只是一个普通人，希望有一天可以像雷总一样优秀 http://t.cn/A6H740GZ,good
青年有青年的初心，敢作敢为去追寻梦想！也许就是就是自己。,good
厉害呀！,bad
热泪盈眶的努力赚钱💰💰💰,good
[心]祝小米跟雷总永远年轻，永远在路上。,good
雷总，好帅[比耶],good
再加再加一句，永远相信美好的事情即将发生！[嘻嘻],good
[鲜花][鲜花][鲜花]送你小花花[鲜花][鲜花][抱抱][抱抱],good
雷总，我是一名普通的天津消费者，也可以说是一名小米铁粉，家里电器有一大半是小米的。五月一号那天，家里的冰箱突然跳闸，我联系了客服，很快有维修人员联系我，维修师傅说他先订件，然后配件来了来维修，大约得四天左右。希望能得到您的关注，并对售后问题有相应的完善！谢谢您[作揖][作揖][作揖],bad
多花点精力，做一下未来趋势的预判[good],good
[打call][打call][打call][打call],bad
#雷军[超话]#雷总用实际行动告诉大家热爱可抵万难,good
不忘初心，不断追寻梦想才能有所成就[666][666][666],good
[打call],middle
好榜样、好企业家！,good
雷军：还是武大学生模样！祝您青年节健康、幸福、快乐🙂！,good
加油小米 厚道的人运气不会差 加油,good
原来今天是五四青年节...,good
[鼓掌][鼓掌],good
雷总，悄悄告诉我你看到的未来趋势是什么[doge],good
雷总，小米14充电的时候边框漏电正常吗[泪],good
[全力以赴][全力以赴][全力以赴],good
[抱抱],good
[送花花],good
[good],middle
敢-献给青春的演讲,good
敢想敢干最重要，能不能成功，试一下才会知道,bad
拍的太差了，一个正脸没有，突出一个念稿。这记者和摄影以后不要再用了,good
雷总永远都是恰同学少年 风华正茂，yyds[春游家族][春游家族][春游家族],good
雷总，五四青年节快乐！,good
@雷军 @雷军 有胆魄[努力]，有锐气[加油],good
雷总永远是少年，是时代的楷模[good][good][good]。,good
雷总很年轻，给德先生赛先生点赞,good
雷总上人民日报了[good],good
雷总永远年轻[打call]永远热泪盈眶[心],good
永远年轻，勇于担当！[加油][努力],good
还是要敢想敢干，管他能不能行先干了再说,bad
正值青年的我收到了很大的启发[泪]感谢雷总！[泪],good
敢想敢干[加油],bad
雷总，我们也看见了您五四青年节在人民日报的演讲，非常鼓舞人心，有韧性、不言败，就终会实现自己的向往。[锦鲤附体][锦鲤附体][锦鲤附体][心]所有失败皆为阶梯，不放弃梦想运气总会有点呢[鼓掌][心][心][心],good
雷总，缺人嘛，我过去吃饭[挖鼻],good
五四青年节到来了，清风绵绵好运常相伴，白云漫漫成功红利赚，天空蓝蓝身体永康健，祝福发送幸福不停转。祝五四青年节快乐,good
永远相信美好的事情即将发生,good
[good],middle
敢想敢干，希望我们也能和雷总一样，用真诚热爱，奔赴属于我们的星辰大海[打call][打call][打call],good
雷老板的输出密度高呀！雷老板的流量一大部分是靠比别人更努力工作撑起来了！,good
我闺蜜有时候说我真敢想，我就会引用你说过的：“人生就是要敢想敢干”,good
雷总好棒[爱你],good
雷神，您好，看到您就是我们努力工作的动力,good
我与雷总同龄，同时上大学，同时毕业，但远远没有雷总的成就，钦佩[作揖][作揖][作揖],good
雷总，我要给我爸爸买小米车子了，激动的心,good
敢想  敢干  敢闯  敢做,bad
雷总创业半生，归来仍是少年[心],good
看魏总常系腰带[月亮]  想看看雷总有没有系皮带啊[月亮] http://t.cn/RgFEAlt,good
致敬武汉大学校友和学长[太开心][太开心][太开心]原来我还是青年，还是有胆魄和锐气的青年[鼓掌][鼓掌][鼓掌],good
雷总早点休息[心][心][心],good
你能不能剪多点 剪30分钟出来给我听好不好,bad
要休息好,middle
雷总心里住着少年[打call],good
雷总,good
坦克700的测试报告呢,good
@雷军 雷总。快自己商城里搞个官方车衣,good
爆胎哥来了嘛[可爱],good
[抱抱],good
雷总看着真的谦谦君子的形象,good
雷军是很多年轻人追随的榜样，希望坚持初心在祖国振兴崛起的历史进程中留下灿烂辉煌人生。,good
永远热泪盈眶[心],good
[666][666],middle
[good],middle
永远热泪盈眶[泪][泪][泪][泪],good
终于能评论了吗[苦涩][苦涩]，第一时间来围观是不是雷总亲自发的微博，爱上雷军简直是易如反掌，青年节快乐,good
永远年轻，永远热泪盈眶[嘻嘻],good
青年就该有青年的胆魄，青年就该有青年的锐气。[赞][赞][赞],good
雷总真当代青年的网络充电桩[泪][泪][泪],good
雷总和小米，一起长大了！[心][心][心],good
希望现在的青年都能在重压下绽放。,good
敢想，敢干，勇于担当，年轻人要有拼搏精神。许多企业工厂都有这样的标语，都忘了还有五四青年节这么个节日。雷总永远年轻，致敬雷厂长,good
青春是不被定义的，坚持就会有收获！[赢牛奶],good
五四快乐[打call][送花花],good
雷总，能不能学三星搞个心系天下系列提升品牌形象,good
@雷军 小雷啊[泪]隔壁10X直出嫦娥六号发射，而咱们只能转发一些有的没的，和些社会边角料[泪][泪] http://t.cn/A6H7UZdc,good
永远年轻,good
我的偶像雷总[爱你][good],good
人因梦想而伟大，又因坚持梦想而成长,good
我雷总一米八，给个大板凳呗,middle
大胆想，认真干，突破进取最青春[全力以赴]青春雷总是这样练成的[送花花],good
所有的人生难题，都将在成长中找到答案。,good
不要让一时的迷茫，遮盖你眼中的光芒,good
雷总牛逼！,good
雷总，给米粉一个工作,good
敢想敢梦，敢作敢为[努力],bad
[哈哈][心]//@雷军:[doge][doge][doge]//@鬼才的麻醉梦:满满的鸡汤，谢谢我的偶像,good
就像个课代表在回答老师提问。马云呐，哎,good
敢想敢干敢拼，长期主义[干杯],bad
雷总这几天休息多了，发微博少了，有点想你[打call],good
nice 雷总[good]， 雷总加油，小米加油[心][心],good
有人要出小米吗 我想要一台标准版梅花轮毂的最好早点提车的,good
人因梦想而伟大[加油],good
永远年轻，我能不能当老大？？？[doge][doge][doge][doge][doge][doge],middle
一往无前,middle
雷总，一定不要忘了小米老旗舰的优化啊,good
永远热爱，一往无前[收到][收到][收到] 赶上了车展最后一天，逢5·4很有意义[耶][耶][耶],bad
加油！,good
雷子的坐姿太性感了😍,middle
追寻精神偶像雷总[抱一抱][打call],good
@倚窗听雪-尔康：雷总好 可否关注下小米手机的问题呢？系统问题导致密码 bug，小米是否应该承担责任。,good
是,middle
为啥米肠拒绝履行众筹页面承诺的24月三包，且在用户投诉后立马删除众筹宣传的承诺保修24月宣传图（从拒绝履行保修自行升级为虚假宣传阶段）？侵害9854名众筹用户合法保修权益，涉及金额达到582787元就不谈法呢？http://t.cn/A6TCiyKJ 纯曝光，米肠粉造谣和嘟嘴还不如跪求米肠起诉我 http://t.cn/A6H7yBI0,bad
所以年轻人都得学雷总的斗志与理想,good
雷总好[心][心][心],good
相信自己，一往无前[打call][打call][打call],bad
forever  yong,middle
一往无前,middle
我爱雷总[打call][打call][打call],middle
永远年轻！永远热泪盈眶！,good
我到晚上经常做梦未来我有点迷茫谢谢雷总鼓励,good
突然就有一种看着小米逐渐长大的，长成社会栋梁的感觉[泪]。雷总加油[心][心],good
永远年轻永远热泪盈眶，永远相信美好的事情即将发生[心],good
敢想敢干、敢拼敢闯！今天又是被雷总励志的一天呢[打call],bad
我爱小米，更爱雷军[送花花][送花花],good
刚在人民日报的公众号看完了这段视频～,good
我要车我要车，加速生产，雷总快去打螺丝[泪] http://t.cn/A6H7yQXV,good
敢想敢干才最重要！！！,bad
图片评论 http://t.cn/A6H7ylyf,bad
是的,middle
永远相信美好的事情即将发生[good][good],good
转发微博,middle
这鸡汤我干了[666][666][666],bad
看五年，想三年，踏踏实实做好一两年。,good
小米很年轻，雷总依然年轻。,good
优秀的企业家,good
我的梦想就是助力小米汽车更加伟大，具体方案已私信发给您了，请雷神亲阅[鲜花][作揖],good
麻烦解决一下。,bad
小米神奇微波炉怎么突然不加热？,bad
[鼓掌],good
[赞啊][赞啊][赞啊],good
向青年企业家代表雷总致敬，希望永远年轻！,good
敢想敢梦敢拼 保持热爱 奔赴山海[全力以赴],good
老雷很懂年轻人啊[笑cry],good
青年如春笋，要敢想敢拼敢闯敢创新。 http://t.cn/A6H7yN2F,bad
一直追随雷总你[赞].,good
五四青年节快乐[打call][打call],good
排面[赞],good
不错，雷总从小就笑的挺喜兴的，脸胖胖的很可爱[挤眼]。,good
[给力][给力][给力],bad
永远热泪盈眶。,good
愿你出走半生，归来仍是少年[心],good
劳动节一天不放，真正做到劳动节[并不简单],bad
雷总[good]我的小米2s还在当播放器使用,good
热泪盈眶的年青着！[笑cry][笑cry][哈哈][哈哈][哈哈][加油],good
雷总，苏州的东方之门可以搞一下小米su7得展车吗！苏州东方之门是非常美的！[心],good
[good],middle
[打call][打call][打call],bad
今天去武大逛了一圈，人很多，就是没找到小米SU7停哪里，找了很久。 http://t.cn/A6H7yXoo,good
迎着新时代的风…让改变一点点发生…,good
雷总你是我的榜样[哇],good
哇.雷总加油.[赞][赞][赞],good
五四青年节！[鲜花]祝大家祝雷总。永远年轻，永远热泪盈眶。,good
满满的鸡汤，谢谢我的偶像,good
大学生的榜样[嘻嘻],good
[doge][喵喵]你的生活，我的梦！,good
我不了解雷军 但他说的话我很受益[打call][心],good
五四青年节快乐,good
雷总晚上好,good
雷总永远都是我们年轻人的榜样,good
我的梦想就是成为雷总这样的人,good
我希望我的心态永远年轻，永远在成熟与可爱之间轻松驾驭[嘻嘻][嘻嘻],good
美好的梦想即将实现[打call][加油][全力以赴],good
雷总晚上好[汪洋海蓝比心][汪洋海蓝比心],good
图片评论 http://t.cn/A6H7yIjv,bad
敢想敢拼敢闯敢创新，当代青年人应有之精神。,good
青年人就要有敢想敢闯敢拼的勇气[努力][努力]#五四青年节#,good
牛,middle
永远年轻永远热泪盈眶[鲜花][鲜花][鲜花],good
[good],middle
[比心心],good
[心][心],good
你能不能为你自己做错什么事，再谈梦想嘛？,good
其实我一般情况下，根本不知道我自己多大[允悲],good
厂长归来仍是少年,good
祝！雷总月入过万,good
好喜欢雷总的这篇演讲[心],good
我不在乎我的年龄，我只需要保持心态年轻就好[鲜花],good
现阶段大多数的青年偶像都是你,good
